smiles,PUBCHEM_ACTIVITY_OUTCOME,dataset
C1=CC(=NN2C1=NN=C2C(C(F)(F)F)(F)F)Cl,0,2
CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)NCCO)CC3=CC=CC=C3F,0,10
CCC1=CC(=CC=C1)OCC(CNCCC2=CC=CC=C2)O.C(=O)(C(=O)O)O,0,2
CSC1=C(C=CC=N1)C(=O)OCC(=O)COC(=O)C2=C(N=CC=C2)SC,0,2
CCOC1=C(C=CC(=C1)CO)OCC(=O)NC2=CC=CC=C2OC,0,2
C1=CC(=CC=C1NC(=O)COC(=O)C2=C(C=C(C=C2)F)F)OC(F)F,0,2
CC1=CC=CC=C1N2C(=C(C(=O)NC2=O)C=NCCCC(C)C)O,1,2
C/C(=C(/C#N)\\C(=O)CSC1=NN=C(N1N)C(F)(F)F)/N,0,2
C1=CC=C(C=C1)OCC(CN(CCCO)CC(COC2=CC=CC=C2)O)O,0,2
C1=CC2=C(C=CC=C2Br)C(=C1)C(=O)NC3=CC=C(C=C3)NC(=O)C4=CC=CO4,1,2
CCOC1=C(C=C(C=C1)/C(=C/2\\C(N(C(=O)C2=O)CC3=CN=CC=C3)C4=CC=C(C=C4)OCC=C)/O)C,1,2
CC1=CC2=C(C(=C1)C[N+]3=C(SC=C3)N)N=CC=C2.[Br-],0,2
C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,0,2
CC1=C(C=C(C=C1)NC2=C3C=NN(C3=NC(=N2)N(C)C)C)C,0,10
CC1=NN(C(=C1CNCC2=CC=CC=C2)Cl)C3CCS(=O)(=O)C3.C(=O)(C(=O)O)O,0,2
C=CCN1C(=O)C2=C(C=C(C=C2)C(=O)NCC3=CC=CO3)N=C1SCC(=O)NCCC4=CC=CC=C4,0,2
C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)C/C=C\\CCCC(=O)NC(CO)CO)O,0,2
C=C1C(C1C(=O)NCC2CCCO2)C(=O)NCC3CCCO3,0,2
CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.[Cl-],0,2
CCC1=NN=C(N1N)N/N=C/C2=CC(=C(C(=C2)Cl)OCC3=CC=CC=C3F)OC.Cl.Cl,0,2
C1=COC(=C1)CNC(=O)CSCC(=O)NCC2=CC=CO2,0,2
CC1=C(C(=CC=C1)C(=O)OCC(=O)NCC(=O)OC)O,0,2
COC1=C2C(=CC(=C1)Br)C=C(C(=O)O2)C(=O)NC3=CC=C(C=C3)O,1,2
CN(C)C(=N)N=C(N)N.[Cl-],0,2
COC1=CC=C(C=C1)C(=O)/C=C\N2CCOCC2,0,10
C=CCSSCC=C,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)O,0,2
CC1=CC(=NO1)NC(=O)COC(=O)[C@H](C)NC(=O)C2=CC=CC=C2,0,2
CCOC(=O)C1=C(C(=C(N1C)C)C(=O)NCCC(C)C)C,0,10
CC1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3F)NCCO,0,2
CC1=CC(=CC(=C1Cl)C)OCCNCCOC.C(=O)(C(=O)O)O,0,2
C1=CC=C(C(=C1)C(F)(F)F)NC(=O)CSCC(=O)O,0,2
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NCCOCC(C(F)F)(F)F,0,2
CCOC(=O)CCCCC(=O)C1=C(NC(=O)N1)CSC2=NC3=C(C4=CC=CC=C4N3C)N=N2,0,2
C1=CC=C(C=C1)CCO,0,2
CCOCC(=O)N1CCC(CC1)CN2C=CC=N2,0,2
COC1=C(C=C(C=C1)CNC(=O)C2=CC(=C(C(=C2F)F)F)F)OC,0,2
CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)COC2=CC=CC=C2F,0,2
CC1(CC(=C(C(=O)C1)[N+](=O)[O-])NCC(CO)O)C,0,2
CC(C)CC(=O)NC1=NN=C(S1)SCC(=O)NCC2=CC=CO2,0,2
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O,0,2
CC1=C(C=C(C=C1)/C=C/2\\C(=O)NC(=O)N(C2=O)C3=CC(=CC=C3)Br)[N+](=O)[O-],1,2
CCN1C=C(C(=N1)C)Br,0,2
COC1=CC=C(C=C1)C2=CC=C(S2)C(=O)NCC3=CN=CC=C3,0,10
CCCCC(=O)OCC(=O)NC1=CC=C(C=C1)OC(F)F,0,2
CC1=CC=C(C=C1)CN2C=CN=C2SCC(=O)NCCOC,0,2
CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=CC=C4)C)C(C)C.[Cl-],0,2
CC(C)C[C@@H](C(=O)NCCCCN=C(N)N)NC(=O)C1C(O1)C(=O)O,0,2
CCOC(=O)C1=C(C=C(S1)NC(=O)C2=C(C=CS2)C)C,0,10
C1=C(C=C(C=C1C(F)(F)F)N2C(=NN=N2)SCCCC#N)C(F)(F)F,0,2
CCCCN(C1=CC=C(C=C1)C(C(=O)OC)(C(F)(F)F)O)C(=O)C,0,2
COCCNC(=S)NNC(=O)COC1=CC=CC(=C1)C(F)(F)F,0,2
CCN(CC)CCCCCOC1=CC=C(C=C1)[N+](=O)[O-],0,2
C1=CC=C(C=C1)CNC2=NC3=C(N2C4C(C(C(O4)CO)O)O)N=C(NC3=O)N,0,2
C1=COC(=C1)C(=O)NCCCCCNC(=O)C2=CC=CO2,0,2
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H](C(O1)N2C=CC(=NC2=O)N)O)O,0,2
CCOC1=C(C=CC(=C1)C#N)OCC2=CC=C(C=C2)F,0,2
CCOCC(=O)NC12CC3CC(C1)CC(C3)C2,0,10
CCCNC(=O)COC1=CC=CC=C1OC,0,2
C1C(=NC2=CC(=CC=C2)O)NC(=O)S1,0,2
CC1=CC(=CC=C1)NC(=O)C2=C(N=CN2)C(=O)NC3=CC=CC(=C3)C,1,2
C1=CC(=C(C=C1C(F)(F)F)N)NCCC(=O)O,0,2
CCOCCCNC(=O)CN1CCC(CC1)NC(=O)C(C)(C)C,0,2
COC1=CC(=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O)OC,0,2
CCCOC1=CC=C(C=C1)/C=C/C(=O)NCCOC,0,2
CN1C(=CC(=N1)C2=CC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=CC=C5,1,2
CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=S)NC2=CC=C(C=C2)C(=O)C,1,2
COC(CNC(=O)CNC(=S)N(CCCN1CCOCC1)CC2=CC=CS2)OC,0,2
CN1C(=O)C2=C(C1=O)C=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)[N+](=O)[O-],1,2
C1=CC=C2C=C(C=CC2=C1)OCC3=CC(=CC=C3)C(=O)O,0,10
CCN(CC)C1=CC=C(C=C1)C2C(C(=O)NC(=O)C2[N+]3=CC=CC=C3)C#N.[Cl-],0,2
C1(=NNN=N1)I,0,2
CN1C=CC=C1C(=S)N=P(N(C)C)(N(C)C)N(C)C,0,2
COCCNC1=NN=C(S1)C2=CN=CC=C2,0,2
COC1=C(C2=NC=CN=C2C=C1)[N+](=O)[O-],0,10
CC(C)(C)C(=O)OCC1C(C(C(O1)N2C=NC(=N2)C(=O)N)O)O,0,2
CN[C@H](CC(=O)O)C(=O)O,0,2
COC1=CC(=CC=C1)OCC(CN2CCN(CC2)CC3=CC4=C(C=C3)OCO4)O.Cl.Cl,0,2
CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.[Cl-],0,2
CN1C(=C(C=N1)Cl)C(=O)O,0,2
COCCNC(=O)CN1C(=O)CCSC2=CC=CC=C21,0,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=S)NCC2=NN(C(=C2)C)C,0,2
C1=CC=C(C(=C1)/C=N/NC(=O)CN2N=C(N=N2)C3=CC=CC=C3Cl)OCC(=O)O,0,2
CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(NC3=O)N)OC(=O)C)OC(=O)C,0,2
C1CC(OC1)CNC(=O)CN(CC2CCCO2)C(=O)CCC(=O)NC3=CC=CC=N3,1,2
COC1=CC(=C(C=C1)C(=O)O/N=C(/C2=CC=C(C=C2)Br)\\N)OC,0,2
CCC1=CC=C(C=C1)NC(=O)C(CC)SC2=NC3=CC(=C(C=C3C(=O)N2CCC4=CC=C(C=C4)Cl)OC)OC,1,2
CCCCOC(=O)CSC1=C(C(=C(C(=N1)N)C#N)C2=CC=C(C=C2)OCC)C#N,0,2
CSC1=NC=CC(=N1)C2=CC3=C(C(=C2)Cl)OC(C3)CNC(=O)C4=COC=C4,0,10
CCN1C(=NN=C1SCC(=O)NC2CC2)C3=CC=CS3,0,2
CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(C)CCC3=CC=CC=C3.C(=O)(C(=O)O)O,0,2
CCOC1=CC=C(C=C1)CN2CCNC(=O)C2CC(=O)NCCOC,0,2
COC1=CC=CC=C1OCC(=O)NCCNC(=O)COC2=CC=CC=C2OC,0,2
CCCCOC1=CC=C(C=C1)C(=O)CCNC(C(C)O)C(=O)O,0,2
C1=CC=C(C(=C1)CNCCCC(=O)O)F,0,2
C1=CC=C2C(=C1)C(=NO2)NC(=O)C3=CC=C(C=C3)F,0,10
COC1=CC=C(C=C1)N2C(=C3CS(=O)(=O)CC3=N2)NC(=O)CCC4CCCC4,0,10
CC1=CC=CC=C1C(=O)NC2=NOC3=CC=CC=C32,0,10
C[N+](C)(CCNC(=O)C1=C(C2=C(CCCC2)NC1=O)O)CC=C.[Br-],0,2
C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,0,2
C1=CC(=CC(=C1)S(=O)(=O)NC2=CC(=CC=C2)F)C(=O)NC3=CC=C(C=C3)C(=O)O,1,2
COC1=CC=CC(=C1)CCC(=O)NC2CCNC(=O)C3=C2C=CN3.C(=O)(C(F)(F)F)O,0,2
CSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O,0,2
CC1=C(N=CC=C1)NC(=S)NCCOC,0,2
CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Cl)CC(CO)O,0,2
COC1=CC(=C(C=C1)NC(=O)COC(=O)CCCNC(=O)N)OC,0,2
C(C(CS)S)O,0,2
C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O)CCCN4C(=O)C5=CC=CC6=C5C(=CC=C6)C4=O.[Br-].[Br-],0,2
CCCCN1C(=NN=C1SC(C)C(=O)NC2=C(C(=C(S2)C(=O)OCC)C)C(=O)OCC)CNC(=O)COC3=CC=C(C=C3)Cl,0,2
CCOC1=CC=C(C=C1)C(NC2=CC=CC=C2)P(=O)(O)OC(C)C(C)O,0,2
CCOC1=CC=CC=C1C(=O)N[C@@H](C(C)C)C(=O)OCC(=O)NC2=CC3=C(C=C2)OCO3,0,2
C1CC2=C(C1)NC(=S)C(=C2C3=CC=NC=C3)C#N,1,10
COCCCNC(=O)C(CC(=O)N)NC(=O)OCC1=CC=CC=C1,0,2
CCCCN1C2=C(C=C(C1=NC(=O)C(C)(C)C)C(=O)OCC)C(=O)N3C=CC=CC3=N2,1,2
C1=COC(=C1)C(C#N)NC2=CC=C(C=C2)C(F)(F)F,0,2
COC(=O)CSC1=C(C(=C(C(=N1)N)C#N)C2=CC=CS2)C#N,0,2
C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,0,2
C1=CC(=CC=C1/C=N/N2C=NN=C2)C(F)(F)F,0,2
CC1CC(N2C(=CC(=N2)C(=O)O)N1)C(C(F)(F)F)(F)F,0,2
CS(=O)(=O)N(CC=C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3,1,2
C1=CC(=CC=C1C2=NN(N=N2)CC(=O)O)C(F)(F)F,0,2
CC(C)CCC(=O)N1CCC2(CC1)[C@H]([C@@H](C3=CC=CC=C23)NC(=O)C(C)C)OCCOC,1,2
CC(C)NC(=O)C1CCN(CC1)C/C(=C/C2=CC=CC=C2)/C.C(=O)(C(=O)O)O,1,2
COCCN(CC(=O)NCC1CCCO1)C(=O)CCC(=O)NC2=CC=CC=N2,0,2
C1CN(CCC1C(=O)NC2=C(C=C(C=C2)F)F)C(=O)C3=CC=C(C=C3)Br,1,2
CCCCCC1C(CC(O1)O)SC[C@@H](C(=O)O)NC(=O)C,0,2
C1COC2(O1)C3(C(C3(C(=N2)N)C#N)C4=CC(=CC=C4)Cl)C#N,0,2
CCN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3C,0,10
CCC1=CC=C(C=C1)N(CC(=O)O)S(=O)(=O)C2=C(ON=C2C)C,0,2
COCCCNC(=O)CN1N=C(N=N1)C2=CC=CC=C2NC(=O)C3=CC=CC=C3F,0,2
COC1=CC(=C(C=C1)OC)N2CC([N+]3=C2SCCC3)(C4=CC(=CC=C4)[N+](=O)[O-])O.[Br-],0,2
C(CC(=O)O)C1=NC(=S)NN1,0,2
C1COCCN1C2=NC(=NC(=N2)OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F,0,2
CCN1C(=[N+](C2=C1C=C(C=C2)S(=O)(=O)N3CCCCC3)CC)C.[I-],0,2
C1=NNC2=C1C(=O)NC=N2,0,2
CCOC(=O)C1=C(SC2=C1CCCCC2)NC(=O)C(C)SC3=CN(C4=CC=CC=C43)C,0,10
CC1(C(=O)N(C(=O)N1)CC(=O)O)C2=CC=C(C=C2)OCC(=O)N,0,2
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC,0,2
CCOC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NC4=CC(=C(C=C4)OC)OC,1,2
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,2
CC(C(C1=CC(=C(C=C1)O)OC)O)OC2=CC=CC=C2OC,0,2
CN1C(=CC2=C1N=C3C=CC=CN3C2=O)C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5,1,2
C[N+](C)(CCCC(=O)C1=CC=C(C=C1)C(=O)CCC[N+](C)(C)CC2=CC=CC=C2Cl)CC3=CC=CC=C3Cl.[Cl-].[Cl-],1,2
CC1=C(NC(=C1C#N)C)C(=O)O,0,2
COC1=CC=C(C=C1)OCC(=O)NNC(=O)COC2=CC=C(C=C2)Cl,0,2
CC1([C@H]2CC=C([C@@H]1C2)CN3CCC(CC3)N4C(=CC=N4)NC(=O)CCOC5=CC=CC=C5)C,1,2
C1=C(N=C(NC1=O)SCCC(=O)O)N,0,2
CCOC(=O)NC(C(F)(F)F)(C(F)(F)F)NCC(C1=CC=CC=C1)O,0,2
C=CCN1C(=NN=C1SCC(=O)N)COC2=CC(=CC=C2)Cl,0,2
CCN(CC(=O)NC1CCCCCC1)S(=O)(=O)C2=CC=C(C=C2)C,0,10
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,2
CC1CN(CC(O1)C)CCOCCOC2=C(C=CC=C2Cl)Cl.C(=O)(C(=O)O)O,1,2
CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3,0,10
C1=CC2=NC(=C(C(=O)N2C=C1)/C=C(\C#N)/C(=O)N)OC3=C(C=C(C=C3)Cl)Cl,0,10
COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)CC3CCC=CC3.C(=O)(C(=O)O)O,0,2
COC(=O)CNC1=CC=C(C=C1)C(=O)O,0,2
CCO.CC1=CC=C(C=C1)C2C3=C(CCCC3=O)NC(=C2C(=O)NC4=CC=CC=N4)C,0,2
CC(=O)C1=CC=CC=C1OCC(CN(CCO)CCO)O.Cl,0,2
COC1=C(C=C(C=C1)CCN2C(=O)C3=C(C2=O)C=C(C=C3)OC4=CC=C(C=C4)NC5=NC=NC6=CC=CC=C65)OC,1,10
CC(C)C[C@H]1C(=O)N2C[C@H](C[C@H]2C(=O)N1)NC(=O)NC3=CC=CC(=C3)C(F)(F)F,0,10
C1=CC(=CC=C1C#N)OCC(=O)NNC(=O)COC2=CC=C(C=C2)Cl,0,2
COC1=C(C=C(C=C1)CCNC2=NC(=NC3=CC=CC=C32)SCC(=O)C4=CC(=C(C=C4)O)O)OC,0,2
C1CSSC1CCCCC(=O)O,0,2
C/C(=N/NC(=O)C1=CC=NC=C1)/COC2=CC=CC=C2OCC(=O)O,0,2
CC1=C(C=C(C=C1)N(CC(=O)NCCC2=CCCCC2)S(=O)(=O)C)Cl,0,10
CN(C)/C=C(\\C#N)/C(=O)C1=NC=C(C=C1)OC2=CC=CC(=C2)C(F)(F)F,0,2
CC(C)(C)NC(=O)CN1C=NC(=N1)[N+](=O)[O-],0,2
CC(C)(C)C1(CCN2C[C@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O.Cl,1,2
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,0,2
C1=CC=C(C(=C1)C(=O)N(CC#N)CC#N)[N+](=O)[O-],0,2
COC1=CC=C(C=C1)N2C3=C(C=N2)C(=NC=N3)N(CCO)CCO,0,2
COC1=CC(=C(C=C1)N(CC(=O)N=NC2=C(NC3=CC=CC=C32)O)S(=O)(=O)C)OC,0,2
C1C(OC2=CC=CC=C2O1)C(=O)O,0,2
C1=CC=C(C(=C1)NC(=O)/C=C\\C(=O)O)O,0,2
CC1C2(C(=N)OC3(O1)CCCCC3C2(C#N)C#N)C#N,0,2
CC1=NN=C(C=C1)NCCNC(=O)COC2=CC=CC=C2,0,2
CCOC(=O)C(C(C1=CC(=C(C=C1)OC)OC)C(C(=O)C)C(=O)OCC)C(=O)C,0,2
CCCCCCSC1=NC(=CC(=O)N1CC=C)O,0,2
C1=NC(=NN1CC(=O)NN)[N+](=O)[O-],0,2
C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CSC3=C(C=C(C(=N3)N)C#N)C#N,0,2
CCCCCCCCCCCCCCCC(=O)OCC,0,2
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,0,2
CCOC1=CC=C(C=C1)N(CC(=O)O)S(=O)(=O)C2=CC3=C(C=C2)NC(=O)C(=O)N3,0,2
COC(=O)CC(C(=O)OC)P(=O)(CN1CCCCC1)O,0,2
CCOC1=C(C(=CC(=C1)CO)Cl)OCC2=CC(=CC=C2)C(=O)O,0,2
CC1=NN=C(NC1=O)SCC(=O)NC2=CC=C(C=C2)OC(F)F,0,2
C1=C(N=C(N=C1F)NCCCC(=O)O)F,0,2
CC(=O)NCCNC(=O)C1=C(N=C(C=C1)C2=CC=CC=C2OC)NCCOC,0,2
C/C(=N/O)/C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)N4CCCC4,1,2
CCCCCCNC(=O)CCCCCNS(=O)(=O)C1=CC=C(C=C1)Br,0,2
CCCCCCCCCCCCCCCCOC[C@H](CO)OC(=O)C,0,2
CC(C)(C(C(C(C(F)F)(F)F)(F)F)(F)F)OP(=O)(N)OC1=CC=CC=C1,0,2
CN1C(=NN=C1SCC2=CC=CC=C2C#N)C(F)(F)F,0,2
CC1=CC=C(C=C1)CNC(=O)CCCCCN2C(=O)C3=C(C=CS3)N=C2SCC(=O)NCC4=CC=CO4,0,2
CN(CC(=O)NCC1=C(C(=CC=C1)OC)OC)C2=NN=C(S2)N3CCCC3=O,1,2
CCC1=CC=CC=C1NC(=O)CN2C(=C(N=N2)C(=O)O)C(=O)O,0,2
COC1=CC=CC=C1CCC2=NN=C(O2)CCC(=O)NCCCC(=O)OC,0,2
CC1=C(C(N=C(N1)C2=CC=CO2)(C(F)(F)F)C(F)(F)F)C#N,0,2
CC(=O)C1=CC=CC=C1OCC(CN2CCN(CC2)C3=CC=CC=C3)O.Cl.Cl,0,2
C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,0,10
CC(C)CC(C(=O)N)NC(=O)C(CO)NC(=O)OC(C)(C)C,0,2
CC1=CC(=C(C=C1)OC)S(=O)(=O)N(C)CC(=O)N,0,2
C1CC(N(C1)C(=O)C(=O)N2CCCC2CO)CO,0,2
C1CC(C1)(C(=O)O)N,0,2
CCO/C=C/C(CNC(=O)COC1=CC=CC=C1F)(C(F)(F)F)O,0,2
C1=CC(=C(C=C1C(=O)O)N)NCC(=O)O,0,2
C1CCC(CC1)N2CCN(CC2)S(=O)(=O)C3=C(N=CC(=C3)Br)N,0,10
CC1=C(C=CC=C1Cl)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCN(CC3)C,1,2
CC1=C(N=C(S1)N=C(N)N)C2=CC3=C(C=C2)N(CC3)C(=O)C4CCCCC4,1,2
COC1=CC=CC=C1C(=O)NC2=CC=NN2C3CCN(CC3)CC4=CC5=NSN=C5C=C4,1,2
CCOC1=C(C(=CC(=C1)C=O)Cl)OCC(=O)OCC,0,2
CN1C(=NN=N1)SCC(=O)N(C)C,0,2
CCCCC[C@@H](/C=C/C=C\\CCCCCCCCCC(=O)O)O,0,2
COC1=C(C=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)Cl)C(=O)C4=CC(=C(C(=C4)OC)OC)OC)OC,1,2
CCOC(=O)C(C1=CC=C(C=C1)NC)(C(F)(F)F)O,0,2
CCOC1=CC=C(C=C1)N(C(C)C(=O)N(C)CC2=CC=CC=C2)S(=O)(=O)C,0,2
CN1C=NC2=C1C(=O)NC(=N2)SCC(=O)O,0,2
CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,0,2
CCN1C2=CC=CC=C2C(=C1C(=O)O)CC(=O)NCCCN3CCOCC3,0,2
CCC1=[N+](CCN2C1=CC=C2C)CC(=O)C3=CC=C(C=C3)OCC.[Br-],0,2
COC(=O)C1=C(C(=C(C(=C1F)F)NCCO)F)F,0,2
CCCCN1C(=NN=C1SCC(=O)NC2=C(C(=C(S2)C(=O)OCC)C)C(=O)OCC)CNC(=O)C3=CC=CS3,0,2
CC(C)(C)OC(=O)NCC(=O)NC(CC1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)N,1,10
CC(=O)N[C@@H](CS)C(=O)O,0,2
CC1=CC(=NO1)NC(=O)CCC(=O)N(CC2CCCO2)CC(=O)NCCOC,0,2
COCCNC(=O)CN(C1=CC=CC=C1F)C(=O)C2=C(C(=NS2)C(=O)N)N,0,2
CCOC(=O)CC1=CSC(=N1)SCC(=O)C2=C(C(=C(N2)C)C(=O)OC)C,0,2
CCCCN(CCCC)CC(COC1=CC=CC=C1[N+](=O)[O-])O.Cl,0,2
CCOC(=O)CC(=O)CSC1=C(C(=C2CCCC2=N1)C)C#N,0,2
CCC(CO)NCC(COC1=CC=CC=C1C(=O)C)O,0,2
CC(C)(C#CC1=CC=CC=C1C(=O)NC(CC(=O)O)C2=CC=CC=C2)O,0,2
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCC)O,0,2
CCOC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)OC(=C3C(=O)OC)C,1,2
C1COC2=C(O1)C=CC(=C2)C(=O)CCC(=O)OCC(=O)NC3=CC=C(C=C3)C#N,0,10
C1=C(NC(=CC1=O)C(=O)O)C(=O)O,0,2
C[C@@]1(CO[C@@H](C([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O.OS(=O)(=O)O,0,2
CCOC1=C(C(=CC(=C1)CO)Br)OCC2=CC=CC=C2C#N,0,2
CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)NCCCC(=O)O,0,2
C1CN(CCN1CC2CC3CC2C=C3)C(=O)C4=CC=CC=C4.C(=O)(C(=O)O)O,0,2
C[N+](=C/C=C\\1/C=C(OC2(O1)CCCCC2)C3=CC=CC=C3)C.[O-]Cl(=O)(=O)=O,0,2
CC(C)C1=CC=C(C=C1)OCCCCCCNCCO,0,2
CCC(C(=O)OC)N1C=NC2=C(C1=O)C(=CS2)C3=CC(=CC=C3)[N+](=O)[O-],0,10
CCN1C2=C(C=CC(=C2)OC)C(=C1C(=O)O)CNCC3=CC(=C(C=C3)OC)OCC,0,2
C1CN(CCC1N2CCOCC2)C3=CC=CC(=N3)C(=O)NCCC4=CC=C(C=C4)O,1,2
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NCCN4CCOCC4)NCCO,0,2
COC1=CC=CC(=C1)CCC(=O)N2CCCC(C2)N3CCC(CC3)CO,1,2
CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,0,2
CCN(CCCNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CC=N3)C4=CC=CC(=C4)C,1,2
COC1=CC(=CC(=C1OC)OC)NC2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NCC5=CC(=CC=C5)C(F)(F)F,1,2
CC1(C(=O)NC(=O)O1)C,0,2
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCC(=O)/C=C/C(=O)O,0,2
CCOC(=O)N1CCN(CC1)C(=S)NC2=CC=C(C=C2)C,0,10
CCCCCCCCCCCCCCCCOC[C@H](CO)OC,0,2
COC1=C(C=C(C=C1)Cl)NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC(=C(C=C4)OC)OC,1,2
CC(C)(CN(CCO)CCO)NS(=O)(=O)C1=CC=C(C=C1)Cl,0,2
CCOCCCNC(=O)C(C1=CC=C(C=C1)OC)NC(=O)C2=CC=CC=C2O,0,2
C1=CC=[N+](C=C1)C2C(C(C(=O)NC2=O)C#N)C3=CC=C(C=C3)Cl.[Cl-],0,2
C1=CC=C(C=C1)C(=O)C(O)SCC(=O)O,0,2
C1=CC(=CC=C1CCNC(=S)NC2=CC=C(C=C2)S(=O)(=O)N)S(=O)(=O)N,0,2
CN(CC(=O)OC)C1=NN=C(S1)N,0,2
C#CCOC(=O)CCCC(=O)O,0,2
C1=CC=C2C(=C1)NC=C(C(=N2)N)C#N,0,2
C[N+](C)(C)C[C@@H](CC(=O)O)O,0,2
COC(=O)C1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O.[Cl-],0,2
CN1C(=NN=C1SCC(=O)NCC=C)C2=CC=CS2,0,2
C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NC3=NC(=CS3)C4=CC5=CC=CC=C5O4,0,10
C1=CC=C(C=C1)C(O)C(=O)N/N=C\\C=N/NC(=O)C(O)C2=CC=CC=C2,0,2
CCOC(=O)CSC1=NC2=CC3=C(C=C2C(=O)N1CCCC(=O)NCCC4=CC(=C(C=C4)OC)OC)OCO3,0,2
CC1=C(C2=C(N=C1C)SC(=C2N)C#N)C,0,2
CCN1C(C2=CC=CC=[N+]2CC1=O)C(=O)NC3=C(C=CC=C3C)C.[I-],0,2
