smiles,PUBCHEM_ACTIVITY_OUTCOME,dataset
CC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CC=C2F,1,2
CCC(C1=NN=NN1C(C)(C)CC)N2CCN(CC2)CC3=CC=CC=C3,1,2
CCN(CC)C1=NC(=NC(=N1)N2CCCC(C2)C(=O)N(CC)CC)NC3=CC(=C(C(=C3)OC)OC)OC,1,2
CC1=CC(=CC=C1)CC(CC2=NC3=CC=CC=C3N2)C4=NC5=CC=CC=C5N4,1,2
CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,0,2
COC1=CC=C(C=C1)C2(CN(C3=[N+]2CCCC3)C4=CC=C(C=C4)OC)O.[Br-],0,2
CC1=CC(=NC=C1)NC(=O)CCC(=O)N(CCOC)CC(=O)NCC2CCCO2,0,2
CCCCN1C(=NN=C1SCC(=O)NC2=C(C(=C(S2)C(=O)OCC)C)C(=O)OCC)CNC(=O)C3=CC(=CC(=C3)OC)OC,0,2
C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,0,2
CN1C2=C(C(CC(=O)N2)C3=CC=CC=C3Cl)C(=O)N(C1=O)C,1,2
CC1=CC=C(O1)C(C)(C)CC(C)NCCCOC,0,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CSC2=NN=C(N2C3=CC=CC(=C3C)C)CNC(=O)C4=CC=CC=C4OC,0,2
CCOCCCNC(=O)CNC(=S)N(CCCN1CCOCC1)CC2=CC=CS2,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\\CCCCCCCC,0,2
COC1=C(C=C(C=C1)C2(CN(C3=[N+]2CCCS3)C4=CC=CC=C4)O)OC.[Br-],0,2
CCN1C2=CC=CC=C2C(=C1C(=O)O)CC(=O)NCCN(CC)CC,0,2
CCCCCCCCCCCCC/C=C/[C@H](C(CO)N)O,0,2
CC(C)N(CC1=NC(=NO1)C2=CC(=C(C=C2)OC)OC)C(=O)C3=CC=C(C=C3)OCC=C,0,10
CC1=CN2C(=NC(=C2C(=O)NCC(F)(F)F)C(F)(F)F)C=C1,0,2
C1=NC2=C(N1)C(=O)NC(=N2)NCC(=O)O,0,2
CN(C1=C(C=C(C=N1)C(F)(F)F)Cl)NC(=O)NN,0,2
COCCNC(=O)C(=O)NC1=C(C=C(C=C1)OC)OC,0,2
C1=CC=C2C(=C1)C(=O)NC(O2)C3=C(C=C(C=C3)Cl)Cl,0,10
CC1=CC=C(C=C1)/C(=N/NC(=O)CC2=CC=CC=C2)/C34CN5CN(C3)CN(C4)C5,0,10
CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCOC)C(=O)NCCCOC,1,2
C1=CC(=C(C(=C1)F)N2C=CC=C2C#N)F,0,2
C1CN[C@@H]1C(=O)O,0,2
CCOCCC(=O)NC1=NN=C(S1)COC,0,2
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O.O,0,2
C1=CC2=C(C(=C1)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@H]5C6=C(C(=CC=C6)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,0,2
CC(C)(C#CC1=CC=C(C=C1)C(C2=CC=C(C=C2)C#CC(C)(C)O)(C(F)(F)F)C(F)(F)F)O,0,2
CC1=CC=C(C=C1)OCCCCN2C=NC3=CC=CC=C3C2=O,1,2
C1=CC(=CC=C1F)S(=O)(=O)NCCCCCCNS(=O)(=O)C2=CC=C(C=C2)F,0,2
C[C@H]1[C@@](C([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O,0,2
COC1=CC=CC2=C1OC(=O)C(=C2)C(=O)C[N+]3=CC=CC=C3.[Br-],0,2
C1CN(CCC1N2CCOCC2)C3=NC=CC(=C3)C(=O)NC4=CC5=C(C=C4)OCO5,1,2
C1CC(CN(C1)C(=O)C2CC(=O)C3=CC=CC=C23)C4=C(C=NN4)C5=CC=CC=C5,0,10
C1=CC=C2C(=C1)C(=O)N(C=N2)CC(=O)NCC(=O)NCC3=CC=CC=N3,0,2
COCCCNC(=O)CNC(=S)N(CC1=CC=CS1)C2CCCCC2,0,2
C1=COC(=C1)CNC(=O)CCCCCCCC(=O)NCC2=CC=CO2,0,2
COC1=C2C(=O)CC(OC2=C(C3=C1C=CO3)OC)(C(F)F)O,0,2
C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)CC4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CCC(C6)O[C@H]7[C@@H]([C@H](C([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C,1,2
CCCCC(=O)NC(C(=O)OCC)(C(F)(F)F)NC1=C(C(=C(S1)C)CC)C#N,0,2
C1=CC(=CC=C1NC(=S)NCCCO)OC(F)F,0,2
C1=CC=C(C(=C1)C#N)NC(=O)CSC2=C(C=C(C(=N2)N)C#N)C#N,0,2
COC1=CC=CC=C1N2CCN(CC2)C3CCCN(C3)CC4=CC=CN4C5=CN=CC=C5,1,2
COC1=C(C=C(C=C1)CC2=NNN=N2)OC,0,2
CCOC(=O)C1=CC=CC=C1NC(=O)COC(=O)C(CC(C)C)NC(=O)N,0,2
C1CN(CCN1CC2=CC=CC=C2)CC(COCC3=CC4=C(C=C3)OCO4)O.Cl.Cl,1,2
C1=CC=[N+](C(=C1)CCS(=O)(=O)O)CC(CO)O,0,2
C1CN(C2=C1C=CC(=C2)NC(=O)C3(CCOCC3)C4=CC=CC=C4)C(=O)C5=CC=CO5,1,2
CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],0,2
CCC1(CCC(=O)N1)CCC(=O)NCC2(CCOCC2)C3=CC=CC=C3,1,2
CC(=COC1[C@@H](C2([C@@H](C[C@@]3(C(=CCC4C3(CCC5C4(CCC([C@]5(C)CO)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H](C([C@H](O8)CO)O)O)O)C)C)C2CC1(C)C)C)O)CO)OC(=O)C)C(=O)O,0,2
CCOC(=O)CN1CCC(CC1)N2C3=C(C=C(C=C3)C(F)(F)F)N=N2,0,2
CC1=CC(=NO1)NC(=O)COC(=O)CCCCC(=O)C2=C(NC(=O)N2)C,0,2
COC(=O)C1=CC=C(O1)COC(=O)COC2=CC=C(C=C2)C#N,0,2
COC1=CC=C(C=C1)CC(=O)N(CC#N)CC#N,0,2
CC1=CC(=NN1CCCNCC(COC2=C(C=C(C=C2)C(=O)OC)OC)O)C,0,2
CN(C)N/C(=C\\C(=O)C(F)(F)F)/C1=CC=C(C=C1)[N+](=O)[O-],0,2
C(C[C@@H](C(=O)O)N)CC(=O)O,0,2
COC1=CC=C(C=C1)S(=O)(=O)NC(CO)C(=O)O,0,2
CCCCOC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)[N+](=O)[O-],1,2
CC1=C(SC2=C1C(=O)N(C=N2)CC3=CC=CC=C3F)C(=O)NC4=CC(=CC(=C4)SC5=CC=C(C=C5)F)[N+](=O)[O-],0,10
C1CCN(CC1)C(=O)CC2C(=O)NCCN2CC3=CC=C(C=C3)C4=CC=CC=C4,1,2
COC1=C(C(=CC(=C1)CO)I)OCC2=CC=CC=C2C#N,0,2
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NCCCCCCCC)O,0,2
CN1C=NC(=C1NCCO)[N+](=O)[O-],0,2
C(CC(=O)NCC(=O)O)[C@H](C(=O)O)N,0,2
CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC(/C=C/C=C\\CCC(=O)O)O,0,2
CCOC(=O)C(C(C(Cl)(Cl)Cl)NC(=O)OC)C(=O)OCC,0,2
CC1=CC=C(C=C1)CC2=NN=C(O2)C(=O)NCCCOC(C)C,0,2
C1=CC=C(C=C1)C2=CC(=O)N3C(=C(N=C3N2)C#N)C#N,0,10
CCS(=O)(=O)N1CCC(CC1)C2=C(C=NN2)C3=CC(=NO3)C,1,2
CCN=C1N(C(=O)C(S1)CC(=O)NC2=C(C(=C(S2)C)C)C(=O)OC)CC,0,10
CCCCN(CCNC(=O)CN1C2=C(COC3=C2C=C(C=C3)C)C=N1)CC4=CC=CO4,0,10
C(CC(=O)O)C(=O)NC1=NN=C(S1)C(F)(F)F,0,2
COC(CNC(=O)CCNC(=O)C1=CC2=C(C=C1)OCO2)OC,0,2
COC1=C(C=C(C=C1)CCNC(=O)C2=C(N(N=N2)CC3=CC=C(C=C3)SC)N)OC,0,2
C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[I-],0,2
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,0,10
CC1=CC=CC=C1NC(=S)NCCCOC,0,2
C(CO)NC1=C(C(=C(C(=C1F)F)/C=C/C(=O)O)F)F,0,2
CCOC1=C(C(=CC(=C1)C2C3=C(CCCC3=O)NC4=C2C(=O)CCC4)Br)OCC,1,2
CN1C(=NN=C1SCC(=O)OC)CNC(=O)C2=CC=CO2,0,2
C(CN)CNCCSP(=O)(O)O,0,2
C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4,1,2
CCN1C2=C(C=C(C=C2)/C=N/N3C=NNC3=S)C4=CC=CC=C41,1,2
CC(=O)C1=C(C(=O)N(C1C2=CC=C(C=C2)F)CCCNCCO)O,0,2
CC(C)(C)NCCCCOC1=CC=CC=C1Cl,0,2
C1=NC2=C(N1)C(=NC=N2)NCCOCCO,0,2
C1=CC(=C(C=C1NC(=O)CC(C(=O)O)NCCO)Cl)Cl,0,2
COC1=CC(=CC(=C1OCC(=O)O)C(=O)O)Cl,0,2
COC1=C(C=C(C=C1)C(CCO)NC(=S)N)OC,0,2
COC1=CC(=C(C=C1)C(=O)COC(=O)COC2=CC=CC=C2C#N)OC,0,2
COC1=CC=CC=C1C2CN(CC2C(=O)NC3=CC4=C(C=C3)NN=C4)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,0,2
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N2CCCC2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],1,2
CC(C(F)(F)F)(C(F)(F)F)NC(=O)NCCCN1C=CN=C1,0,2
C1=COC(=C1)CN2C3=C(C(=O)NC2=O)C(N=C(N3)C4=CC=CO4)(C(F)(F)F)C(F)(F)F,0,2
CC1=CC(=NO1)NC(=O)CSC2=NN=CC(=O)N2N,0,2
CCC(=O)NC1=NN=C(S1)CCOCCOCCC2=NN=C(S2)NC(=O)CC,0,2
CC(C)C1=C(C(=CC=C1)C(C)C)OCCCNCCO,0,2
CC1=C(C=CC(=C1)C(C)(C)C)OCC(CNC(C)C2=CC=C(C=C2)S(=O)(=O)N)O.C(=O)(C(=O)O)O,0,2
COC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2O,1,2
CN(CCC#N)C(=O)CSC1=NN=NN1C2=CC=C(C=C2)O,0,2
CC1=CC(=NO1)NC(=O)CNCCOC,0,2
CCCN(CCC)C(=O)C[N+]1=CC=C(C=C1)/C=N/O.[Cl-],0,2
CC1=CC=C(C=C1)NC2=C(C(=C(C(=N2)N)C#N)CC#N)C#N,0,2
CCO.CC1=CC(=C(S1)C)C2C(=C(N(C3=C2C(=O)CCC3)C4=CN=CC=C4)N)C#N,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](CO)OC(=O)C,0,2
CN1C2=C(C(=O)N(C1=O)C)N=CN2CC(=O)N/N=C/C3=CC(=C(C=C3)OCC#N)OC,0,2
CCOC1=C(C=CC(=C1)CNCCO)OCC(=O)NC(C)(C)C.Cl,0,2
CC1CCCCC1NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CC5=CC(=CC=C5)OC)C(=O)NC6=CC=CC(=C6)C,1,2
C(C([C@@H]1C(=C(C(=O)O1)O)O)O)O,0,2
CCOC(=O)COC1=CC=CC=C1/C=C(/C#N)\\C2=CC=C(C=C2)[N+](=O)[O-],0,2
COC1=CC=CC(=C1OC)CN2CCNC(=O)C2CC(=O)N(CC=C)CC=C,0,2
COC1=C(C=CC(=C1)C(CC(=O)O)N)OCC2=CN=C(S2)Cl,0,2
CCOC(=O)CSC1=C(C=C2CCCC2=N1)C#N,0,2
COC1=CC=C(C=C1)CNC(=O)C(=O)NCCO,0,2
CC1=CC=C(C=C1)CNS(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(C)C)F,1,2
CC1=C(C=CC(=C1)[N+](=O)[O-])NC2C(C(C(O2)C(CO)O)O)O,0,2
C1CCN(C1)C2=NN=C(C=C2)OCC(=O)NCCOC3=CN=CC=C3,0,2
CC(C)/C(=C/1\\C2[C@]([C@@H](OC1=O)C3=COC=C3)(C([C@H]([C@@]45[C@]26[C@@H]([C@]7(C(C8(CC7([C@]4([C@H]8CC(=O)OC)C)OC(O5)(O6)C)C)OC(=O)C)OC)OC)OC)OC(=O)C(C)C)C)/OC,0,2
CN(C)/C=N/C1=C2C=NN(C2=NC=N1)C3=NC=C(C=C3)C(F)(F)F,0,2
CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4O3,0,10
CN1C2=C(C(=O)NC1=O)NC(=N2)N(CCO)CCO,0,2
C1=CN(N=C1NC(=NCC(F)(F)F)N)CCCCC(=O)N,0,2
CCO.CC1=CSC(=[N+]1CC(C2=CC=C(C=C2)[N+](=O)[O-])O)NC3=CC=CC=C3.CC1=CSC(=[N+]1CC(C2=CC=C(C=C2)[N+](=O)[O-])O)NC3=CC=CC=C3.[Br-],1,2
CN1C2=C(C(=O)NC1=O)N(C(=N2)N/N=C\\C3=CC=NC=C3)CC(CO)O,0,2
C=CCNC1=NC(=CS1)C(=O)OCC2=CC=C(C=C2)C#N,0,2
COC1=C(C=C(C(=C1)C(=O)O)NC(=O)CSC2=NC3=NC=NC(=C3N2)N)OC,0,2
CC1=NC2=C(N1C3=CC=CC=C3)C=CC(=C2)C(=O)OCC(=O)NC4=CC=C(C=C4)C(=O)C,0,10
CCCCN1C(=NN=C1SCC(=O)NC2=C(C(=C(S2)C(=O)OCC)C)C(=O)OCC)CNC(=O)COC3=CC=CC=C3,0,2
C1CCC(C1)C(=O)NC2=CC=NN2C3CCN(CC3)CC4=CC=CC=C4F,1,2
CCOC1=C(C=CC(=C1)CNCCO)OCC2=CC=C(C=C2)Cl.Cl,0,2
CCOCCCNCC1=CC(=CC=C1)OCC2=CC=C(C=C2)F.Cl,0,2
C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,0,2
COC1=C(C=CC(=C1)C#N)OCC(=O)NCC=C,0,2
C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0,2
C1COCCN1C2=CC(=NC=N2)OCCNC(=O)C3=CC=CO3,0,2
CC[N+]1=C(N(C2=CC=CC=C21)C3=CC=CC=C3)C.[I-],0,2
C(/C=C\\C(=O)O)N,0,2
C1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2O,0,10
COC1=C(C=C(C=C1)/C=C/C(=O)O)S(=O)(=O)N2CCC3C2C=CC=C3,0,2
CCCNC(=O)CSC1=NC=CN1CC2=CC=C(C=C2)OC,0,2
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,1,2
CCOCCCNCC1=CC(=CC=C1)OC.C(=O)(C(=O)O)O,0,2
C(CCC(=O)O)CCN,0,2
C1=CC(=CC(=C1)NC(=O)CC(C(=O)O)NCC2=CC=CO2)C(F)(F)F,0,2
CC[N+]1=C(C2=CC=C(N2C=C1)C)C.[I-],0,2
CC(C(F)(F)F)(C(F)(F)F)NC(=O)OCCOC1=CC=CC=C1,0,2
CC1CN(CC(O1)C)CCCOC2=C(C=C(C=C2)Br)Cl.C(=O)(C(=O)O)O,0,2
CC1=CC(=C2C(=C1)C=C(C(=N2)NCCNC(=S)NCCOC)C#N)C,0,2
C1=C(C(=NC(=O)N1C2C(C(C(O2)CO)O)O)N)Br,0,2
CCN(CC)C1=CC=C(C=C1)NC(=O)/C=C\C(=O)O,0,10
COC1=CC=CC=C1NC(=O)CC(C(=O)O)NCC2=CC=CO2,0,2
COC(=O)C1=NN(C=C1O)C2=CC(=C(C=C2)Cl)C(F)(F)F,0,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CSC2=NN=C(N2CCC3=CC=CC=C3)CNC(=O)C4=CC=CO4,0,2
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O,0,2
CC1=C(N(C(=C1C#N)N)CC2=CC=CO2)C,0,2
C/C(=N\NC(=S)NCC1=CC=CO1)/C2=CC(=CC=C2)[N+](=O)[O-],0,10
COCCNC(=O)CSC1=NC2=C(C(=O)N1CCCCCC(=O)NCCC3=CC(=C(C=C3)OC)OC)SC=C2,0,2
CCCCCCCCCCCCCCCCCC(=O)OCC,0,2
COC1=C(C=C(C=C1)CCNC(=O)C2=C(N=CC=C2)SCC3=CC=CC=C3Cl)OC,0,2
CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O,0,2
CS(=O)(=O)O.C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,1,2
CCOC(CNC1=C2C(=C(SC2=NC(=N1)CC(=O)OC)C(=O)OCC)C)OCC,0,2
CNC1=C(C(=NC=C1[N+](=O)[O-])[N+]2=CC=CC=C2)C#N.[Cl-],0,2
COCCCNC(=O)CCCCN1C(=O)C2=C(C3=C(N2)C=CC(=C3)OC)NC1=S,0,2
CCOC1=CC=C(C=C1)C(=O)CCNC(CC(=O)N)C(=O)O,0,2
CCN(CC)P(=NN=C1C=C(C(=O)C(=C1)Cl)Cl)(N(CC)CC)N(CC)CC,0,2
CCOC1=CC=CC=C1N/C(=C(/C#N)\\C(=O)NCCC2=CC(=C(C=C2)OC)OC)/SCC3=C(C=CC=C3Cl)F,0,2
CN(CCC#N)C(=O)COC(=O)C1=CC(=C(C=C1)Cl)N,0,2
CC1=C(C=CC=C1[N+](=O)[O-])NC(=O)NC2=C(C=CC(=C2)Cl)OC,0,10
CCOC(=O)C(=CC(=CN(C)C)C=C(C(=O)OCC)C(=O)OCC)C(=O)OCC,0,2
C1=CC=C(C(=C1)C(=O)N)NC(=O)COCC(=O)O,0,2
CC1=CC2=C(C=C1C)NC(=O)CC2C3=C(C=CC(=C3)[N+](=O)[O-])Cl,0,10
CCOC(=O)CC1=CSC(=N1)NC(=O)COC2=CC(=CC=C2)OC3=CC=CC=C3,0,2
C(CCC(C(=O)O)N)CCP(=O)(O)O,0,2
COC1=CC=CC=C1N2C(=NN=C2SCC(=O)NC3=NC=CS3)CNC(=O)C4=CC=C(C=C4)S(=O)(=O)N5CCCCC5,1,2
COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=C(C=C3)Br)O.Cl.Cl,0,2
CCCCC[C@@H](CC[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O,0,2
CN1C2=CC=CC=C2[N+](=C1C3=CC(=C(C=C3)O)OC)C.[Cl-],0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)NCCS(=O)(=O)O,0,2
COCCNC1=C(N=C(O1)COC2=CC=C(C=C2)Br)C#N,0,2
COC1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2F,0,10
CN1C2=C(C(=O)NC1=O)N(C(=N2)NCCCOC)CCOC,0,2
CCOC1=CC=C(C=C1)C2(CN(C3=[N+]2CCCC3)C4=CC=C(C=C4)OC)O.[Br-],0,2
C1=CC(=CC=C1C(C2=NC(=NO2)C3=CC=NC=C3)N)Cl.Cl.Cl,0,2
CC[C@@]1(CC2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,0,2
C1=CC=C(C=C1)C(=O)NC(C(C(C(C(F)F)(F)F)(F)F)(F)F)O,0,2
C(CNC1=NNC(=C1[N+](=O)[O-])N)NCCO,0,2
CC1=C(SC(=C1C(=O)OC)NC(=O)/C=C\C(=O)O)C,0,10
CCOC(=O)C(C1=CC(=C(C=C1)O)OC)(C(F)(F)F)O,0,2
C1=CC(=CC(=C1)Cl)NC(=O)C(=O)NCC2=CC=C(C=C2)F,0,10
CN(C)CCNCCOC1=CC=CC=C1C#N.Cl,0,2
CCOC1=CC=CC=C1NC(=O)CN2C(=C(N=N2)C(=O)OC)C(=O)OC,0,2
C1=CC(=CC(=C1)S(=O)(=O)NCC2=CC=C(C=C2)F)[N+](=O)[O-],1,2
CCCCNC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0,2
CCCCOC1=CC=C(C=C1)C(CC(=O)O)CC(=O)O,0,2
CN1C(=NN=C1SCC(=O)OC)C2=CC(=C(C=C2)OC)OC,0,2
C1=CC(=CC=C1N/C=C/C(=O)C(F)(F)F)SC(F)F,0,2
CC(C)NCC(COC1=CC2=C(C=C1)NC=C2CCNC(=O)C)O.C1=CC=C(C=C1)C(=O)O,0,2
CC(C)CNC(=O)COC(=O)CCOC1=CC=C(C=C1)OC,0,2
CCC(C)NC(=O)CSC1=NC2=CC3=C(C=C2C(=O)N1CCCCCC(=O)NCCC4=CC(=C(C=C4)OC)OC)OCO3,0,2
COC1=C(C=C(C=C1)CCNC(=O)CCCCCN2C(=O)C3=C(C=CS3)N=C2SCC(=O)NC4=NC=CS4)OC,0,2
CC(=O)CSC1=C(C(=CC(=N1)C2=CC=CS2)C(F)(F)F)C#N,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)NCCO,0,2
C[C@H](CCC[C@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O)O,0,2
CN(CP(=O)(CN1CCOCC1)O)C=O,0,2
CCOC1=CC=C(C=C1)NC(=O)NC2=C(C(=C(N2)C)C(=O)OCC)C,1,2
CCN\1C2=C(C=CC(=C2)C3=CC=CC=C3)S/C1=C\C4=[N+](C5=C(C=C4)C=C(C=C5)C)CC.[I-],0,10
CCOC(=O)C(C(=O)OCC)SC1=NC=CN1C,0,2
CC1=C(C=C(C=C1)/C=C/C(=O)O)S(=O)(=O)N2CCC3=CC=CC=C3C2,0,2
CN(C)CCCNC(=S)NC1=CC=C(C=C1)[N+](=O)[O-],0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)N[C@H](CC1=CC=C(C=C1)O)CO,0,2
COC(=O)CSC1=NC2=C(C3=CC=CC=C3N2CC=C)N=N1,0,2
CCOC(=O)C1=CC(=CN1C)S(=O)(=O)NCCC2=C(C=CS2)C,0,2
CC(C)CNC(=O)COC1=C(C=C(C=C1)C#N)OC,0,2
CC1=CC=CC=C1C(=O)NC2=CC=CC=C2NC(=O)NC3=CC=CS3,1,2
COC1=C(C=C(C=C1)CCNC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)N)OC,0,2
CCN1CCN(CC1)CC(COC2=CC=C(C=C2)C(=O)OC)O.Cl.Cl,0,2
C=CCOC(=O)CCN1C(=O)C2=CC=CC=C2C1=O,0,10
COCCCNC1=NC2=NON=C2N=C1NCCSC,0,2
C1=CC(=NC=C1C(F)(F)F)N2C=C(C=CC2=O)C(F)(F)F,0,2
COCCNC(=O)C1=C(C(=CC=C1)OC)OC,0,2
CC1=C(C(=[N+]2C(=N1)C=CN2C3=CC=CC=C3)C)Cl.[O-]Cl(=O)(=O)=O,0,2
CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)N[C@@H](C)CO,0,2
CCCCC/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)NCCO,0,2
CCOC(=O)C1=C(N=C2N(C1C3=CC=CC=C3OC)C(=O)/C(=C/C4=CC=C(O4)C5=CC=CC=C5C(=O)O)/S2)C,0,10
CC(C)N(CC1=NC(=NO1)C2=CC=CC=C2)C(=O)CCCN3C(=O)C4=CC=CC=C4C3=O,1,2
CCN1C(=NN=C1SCC(=O)NCC(=O)OC)CSC2=NC3=CC=CC=C3S2,0,2
C1=CC=NC(=C1)NC(=O)CCC(=O)O,0,2
C1CN(CCC1C(=O)NC2=CC=NC=C2)C(=O)[C@H](COC3=CC=C(C=C3)Br)O.C(=O)(C(F)(F)F)O,0,2
C1=CC=C(C=C1)NC(=O)CC(C(=O)O)NCC2=CN=CC=C2,0,2
CCOC1=CC=C(C=C1)OCCOCCNCCOC,0,2
C1=CC(=CC=C1/C=C\2/C(=O)N(C(=S)S2)CCS(=O)(=O)O)C(=O)O,0,10
COCCNC(=O)CNC(=S)N(CC1=CC(=C(C(=C1)OC)OC)OC)C2CCCC2,0,2
C1=CN=C(C=N1)Cl,0,2
C1=CC=C(C(=C1)C(=O)NC2=NC=C(S2)C(C(F)(F)F)(C(F)(F)F)O)Cl,0,10
CC(=C)COC1=C(C=C(C=C1)C#N)OC,0,2
CCOC1=C(C=C(C=C1)C(=O)NCC(=O)OCC(=O)NC(=O)N)OCC,0,2
C1=CC=C(C(=C1)C(=O)O)NCCC(=O)O,0,2
COC1=C(C=C(C=C1)CCNC(=S)NNC(=O)C2=CN=CC=C2)OC,0,2
CCC1=CC2=C(S1)C=C3N2C=NN(C3=O)CC(=O)NCC4=CC=CC=C4Br,0,10
CC1=CC(=C(C(=O)O1)SC(C(=O)OC)(C(F)(F)F)C(F)(F)F)O,0,2
CN1C2=C(C=C(C=C2)S(=O)(=O)NC3=CC=CC(=C3)C(F)(F)F)N(C1=O)C,1,2
C1=CC=C(C=C1)C2=NC(=NC3=C2C=C(C=C3)Cl)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5C(=O)C6=CC=CC=C6,1,2
CN1C2=NC=NC(=C2C=N1)NCC(OC)OC,0,2
C1CC(=O)N(C1)CCCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)CCN6CCCC6=O,1,2
CC(C)CN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NCCOC,0,2
CC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)O,0,10
